name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_defensive_PD,Y0_defensive_QB HUR,Y0_defensive_SACKS,Y0_defensive_SOLO,Y0_defensive_TD,Y0_defensive_TFL,Y0_defensive_TOT,Y1_interceptions_AVG,Y1_interceptions_INT,Y1_interceptions_TD,Y1_interceptions_YDS,Y1_puntReturns_AVG,Y1_puntReturns_LONG,Y1_puntReturns_NO,Y1_puntReturns_TD,Y1_puntReturns_YDS,Y2_kickReturns_AVG,Y2_kickReturns_LONG,Y2_kickReturns_NO,Y2_kickReturns_TD,Y2_kickReturns_YDS,Y0_kickReturns_AVG,Y0_kickReturns_LONG,Y0_kickReturns_NO,Y0_kickReturns_TD,Y0_kickReturns_YDS,Y0_interceptions_AVG,Y0_interceptions_INT,Y0_interceptions_TD,Y0_interceptions_YDS,Y0_puntReturns_AVG,Y0_puntReturns_LONG,Y0_puntReturns_NO,Y0_puntReturns_TD,Y0_puntReturns_YDS,Y1_kickReturns_AVG,Y1_kickReturns_LONG,Y1_kickReturns_NO,Y1_kickReturns_TD,Y1_kickReturns_YDS,Y2_puntReturns_AVG,Y2_puntReturns_LONG,Y2_puntReturns_NO,Y2_puntReturns_TD,Y2_puntReturns_YDS,Y2_interceptions_AVG,Y2_interceptions_INT,Y2_interceptions_TD,Y2_interceptions_YDS,Y3_kickReturns_AVG,Y3_kickReturns_LONG,Y3_kickReturns_NO,Y3_kickReturns_TD,Y3_kickReturns_YDS,Y3_puntReturns_AVG,Y3_puntReturns_LONG,Y3_puntReturns_NO,Y3_puntReturns_TD,Y3_puntReturns_YDS,Y3_interceptions_AVG,Y3_interceptions_INT,Y3_interceptions_TD,Y3_interceptions_YDS,Y1_defensive_PD,Y1_defensive_QB HUR,Y1_defensive_SACKS,Y1_defensive_SOLO,Y1_defensive_TD,Y1_defensive_TFL,Y1_defensive_TOT,Y2_defensive_PD,Y2_defensive_QB HUR,Y2_defensive_SACKS,Y2_defensive_SOLO,Y2_defensive_TD,Y2_defensive_TFL,Y2_defensive_TOT,Y3_defensive_PD,Y3_defensive_QB HUR,Y3_defensive_SACKS,Y3_defensive_SOLO,Y3_defensive_TD,Y3_defensive_TFL,Y3_defensive_TOT
Kyu Blu Kelly,Cornerback,Stanford,Pac-12,72.0,191.0,4.52,,36.0,131.0,,,22.0,4,1,1,1,1,0,0,6.0,0.0,0.0,25.0,0.0,0.0,34.0,15.5,2.0,1.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,11.0,0.0,0.0,42.0,1.0,0.0,58.0,1.0,0.0,0.0,15.0,0.0,0.0,20.0,5.0,1.0,1.0,29.0,0.0,1.5,35.0
Terell Smith,Cornerback,Minnesota,Big Ten,73.0,204.0,4.41,14.0,34.0,120.0,7.02,4.3,24.0,4,0,0,1,1,1,1,5.0,0.0,2.0,34.0,0.0,4.5,38.0,23.0,1.0,0.0,23.0,,,,,,,,,,,,,,,,4.0,2.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,11.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,9.0
Eric Scott Jr,Cornerback,Southern Miss,Sun Belt,,,,,,,,,25.0,3,0,0,0,0,1,1,3.0,0.0,0.0,17.0,2.0,2.0,25.0,11.5,2.0,0.0,23.0,,,,,,,,,,,,,,,,28.5,2.0,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,14.0,0.0,0.0,19.0,5.0,0.0,0.0,15.0,0.0,0.0,25.0,,,,,,,
Kei'Trel Clark,Cornerback,Louisville,ACC,70.0,181.0,4.42,,34.5,122.0,,4.21,22.0,4,1,1,1,1,0,0,4.0,1.0,1.0,35.0,1.0,4.0,51.0,0.7,3.0,0.0,2.0,,,,,,,,,,,,,,,,46.0,1.0,1.0,46.0,,,,,,,,,,,,,,,,-2.0,1.0,0.0,-2.0,,,,,,-20.0,-20.0,1.0,0.0,-20.0,,,,,9.0,0.0,0.0,30.0,0.0,3.5,40.0,10.0,0.0,0.0,27.0,0.0,2.0,36.0,6.0,0.0,1.0,33.0,0.0,3.0,38.0
Josh Hayes,Cornerback,Kansas State,Big 12,,,,,,,,,24.0,2,0,0,0,0,1,1,7.0,0.0,0.0,41.0,0.0,5.5,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,
Tre'Vius Hodges-Tomlinson,Cornerback,TCU,Big 12,68.0,178.0,4.41,12.0,39.0,132.0,,,23.0,4,0,1,1,1,1,0,11.0,0.0,0.0,33.0,0.0,2.0,40.0,14.5,2.0,1.0,29.0,,,,,,,,,,,,,,,,6.7,3.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,32.0,1.0,2.0,41.0,13.0,1.0,0.0,14.0,0.0,0.0,26.0,1.0,0.0,0.0,7.0,0.0,0.0,8.0
Christian Braswell,Cornerback,Rutgers,Big Ten,,,,,,,,,23.0,4,0,1,1,1,1,0,9.0,0.0,0.0,24.0,1.0,1.0,33.0,,,,,,,,,,,,,,,,,,,,0.3,3.0,1.0,1.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,23.0,23.0,1.0,0.0,23.0,,,,,,0.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,18.0,0.0,0.0,21.0,9.0,0.0,0.0,24.0,0.0,0.0,25.0
Jarrick Bernard-Converse,Cornerback,LSU,SEC,,,,,,,,,23.0,4,0,1,1,1,1,0,3.0,0.0,0.0,27.0,0.0,0.5,42.0,,,,,,,,,,,,,,,,,,,,11.5,2.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,11.0,1.0,1.5,39.0,0.0,2.0,51.0,7.0,1.0,0.0,27.0,0.0,1.0,32.0,5.0,0.0,1.5,27.0,0.0,2.0,49.0
Tre Hawkins III,Cornerback,Old Dominion,Sun Belt,75.0,195.0,,,,,,,23.0,2,0,0,0,1,1,0,6.0,0.0,0.0,44.0,0.0,1.0,57.0,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,55.0,0.0,5.0,76.0,,,,,,,,,,,,,,
Ameer Speed,Cornerback,Michigan State,Big Ten,,,,,,,,,23.0,4,0,1,1,1,1,0,5.0,0.0,0.0,37.0,0.0,1.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
Jaylon Jones,Cornerback,Texas A&M,SEC,74.0,200.0,4.57,14.0,38.0,122.0,6.88,4.3,21.0,3,1,1,1,0,0,0,2.0,0.0,0.0,27.0,0.0,0.0,33.0,8.5,2.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,6.0,0.0,0.0,23.0,0.0,1.0,35.0,6.0,0.0,0.0,22.0,0.0,1.0,30.0,,,,,,,
Carrington Valentine,Cornerback,Kentucky,SEC,72.0,193.0,,9.0,39.0,128.0,,,21.0,3,1,1,1,0,0,0,9.0,1.0,1.0,33.0,0.0,1.0,46.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,47.0,0.0,1.5,61.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,,,,,,,
Cory Trice,Cornerback,Purdue,Big Ten,75.0,206.0,4.47,17.0,35.5,132.0,,,23.0,4,0,1,1,1,1,0,9.0,0.0,0.0,27.0,1.0,2.0,31.0,,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,3.0,1.0,49.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,28.0,0.0,1.0,32.0,1.0,0.0,0.0,29.0,1.0,1.0,35.0
DJ Ivey,Cornerback,Miami,ACC,,,,,,,,,23.0,4,0,1,1,1,1,0,5.0,0.0,0.0,28.0,0.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,6.0,1.0,0.0,6.0,,,,,,,,,,,9.3,3.0,0.0,28.0,1.0,0.0,1.0,16.0,0.0,2.0,25.0,4.0,0.0,2.0,25.0,0.0,0.0,36.0,1.0,0.0,0.0,22.0,0.0,2.0,25.0
Nic Jones,Cornerback,Ball State,Mid-American,72.0,189.0,4.51,,34.5,122.0,,4.34,21.0,4,1,1,1,0,0,0,12.0,0.0,0.0,15.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,,,,,,21.5,24.0,2.0,0.0,43.0,13.5,18.0,2.0,0.0,27.0,6.0,2.0,0.0,12.0,,,,,,24.0,24.0,1.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,4.0,1.0,0.0,15.0,0.0,1.0,18.0
Alex Austin,Cornerback,Oregon State,Pac-12,73.0,195.0,4.55,,33.0,122.0,,4.33,22.0,4,1,1,1,1,0,0,9.0,0.0,1.0,39.0,1.0,1.0,53.0,8.5,2.0,0.0,17.0,,,,,,,,,,,,,,,,21.0,2.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,27.0,0.0,0.5,48.0,2.0,0.0,0.0,19.0,0.0,0.5,29.0,1.0,0.0,0.0,6.0,0.0,0.0,7.0
Kendall Williamson,Cornerback,Stanford,Pac-12,,,,,,,,,23.0,4,0,1,1,1,1,0,2.0,1.0,0.0,32.0,0.0,2.5,51.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,1.0,40.0,0.0,3.5,67.0,0.0,0.0,0.0,19.0,0.0,1.5,32.0,1.0,0.0,0.5,36.0,0.0,1.5,48.0
