name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_defensive_PD,Y0_defensive_QB HUR,Y0_defensive_SACKS,Y0_defensive_SOLO,Y0_defensive_TD,Y0_defensive_TFL,Y0_defensive_TOT,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y1_interceptions_AVG,Y1_interceptions_INT,Y1_interceptions_TD,Y1_interceptions_YDS,Y0_interceptions_AVG,Y0_interceptions_INT,Y0_interceptions_TD,Y0_interceptions_YDS,Y2_interceptions_AVG,Y2_interceptions_INT,Y2_interceptions_TD,Y2_interceptions_YDS,Y3_interceptions_AVG,Y3_interceptions_INT,Y3_interceptions_TD,Y3_interceptions_YDS,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y1_defensive_PD,Y1_defensive_QB HUR,Y1_defensive_SACKS,Y1_defensive_SOLO,Y1_defensive_TD,Y1_defensive_TFL,Y1_defensive_TOT,Y2_defensive_PD,Y2_defensive_QB HUR,Y2_defensive_SACKS,Y2_defensive_SOLO,Y2_defensive_TD,Y2_defensive_TFL,Y2_defensive_TOT,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC,Y3_defensive_PD,Y3_defensive_QB HUR,Y3_defensive_SACKS,Y3_defensive_SOLO,Y3_defensive_TD,Y3_defensive_TFL,Y3_defensive_TOT
Jamar Johnson,Safety,Indiana,Big Ten,72.0,205.0,4.58,17.0,35.0,122.0,7.22,4.41,21.0,3,1,1,1,0,0,0,4.0,0.0,1.0,32.0,0.0,3.5,42.0,1.0,1.0,0.0,36.0,2.0,1.0,72.0,23.5,4.0,0.0,94.0,0.0,1.0,0.0,0.0,,,,,,,,0.0,1.0,3.0,18.0,1.0,4.5,25.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,
Shawn Davis,Safety,Florida,SEC,71.0,202.0,,17.0,39.5,128.0,,,23.0,4,0,1,1,1,1,0,1.0,0.0,0.0,25.0,0.0,2.0,42.0,,,,37.0,3.0,0.0,111.0,22.5,2.0,0.0,45.0,,,,,,,,,,,,3.0,1.0,0.0,33.0,0.0,1.0,51.0,5.0,0.0,0.0,16.0,0.0,2.0,22.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,11.0
Richard LeCounte,Safety,Georgia,SEC,71.0,196.0,4.79,,32.5,128.0,7.44,4.49,22.0,4,1,1,1,1,0,0,4.0,0.0,0.0,16.0,0.0,1.0,26.0,0.0,0.0,1.0,19.0,4.0,0.0,76.0,12.7,3.0,0.0,38.0,29.0,1.0,0.0,29.0,,,,,0.0,0.0,3.0,3.0,0.0,0.0,35.0,0.0,4.5,61.0,3.0,0.0,0.0,45.0,0.0,1.0,74.0,0.0,0.0,2.0,,,,0.0,0.0,0.0,10.0,0.0,0.0,15.0
Talanoa Hufanga,Safety,USC,Pac-12,72.0,199.0,4.65,,,,,,22.0,3,0,1,1,1,0,0,1.0,0.0,3.0,40.0,0.0,5.5,62.0,,,,,,,,23.8,4.0,0.0,95.0,,,,,,,,,,,,3.0,0.0,3.5,58.0,0.0,7.5,90.0,4.0,0.0,0.0,31.0,0.0,3.5,51.0,,,,,,,,,,,,,
Hamsah Nasirildeen,Safety,Florida State,ACC,75.0,215.0,,17.0,32.0,,7.05,4.31,22.0,4,1,1,1,1,0,0,1.0,0.0,0.0,5.0,0.0,1.5,13.0,,,,40.0,2.0,1.0,80.0,25.0,1.0,0.0,25.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,1.0,3.0,1.0,1.0,61.0,1.0,2.0,101.0,2.0,1.0,0.0,51.0,0.0,0.5,91.0,,,,,,,3.0,0.0,0.0,23.0,0.0,0.0,29.0
Joshuah Bledsoe,Safety,Missouri,SEC,71.0,204.0,,,,,,,22.0,4,1,1,1,1,0,0,6.0,0.0,0.0,24.0,0.0,2.5,41.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0,1.0,10.0,0.0,0.0,35.0,0.0,4.0,49.0,2.0,0.0,0.0,17.0,0.0,0.0,25.0,,,,,,,0.0,0.0,1.0,9.0,0.0,1.0,13.0
Damar Hamlin,Safety,Pittsburgh,ACC,73.0,200.0,4.6,18.0,35.0,118.0,6.93,4.4,23.0,4,0,1,1,1,1,0,7.0,0.0,0.0,38.0,0.0,3.5,66.0,,,,14.0,1.0,0.0,14.0,2.0,2.0,0.0,4.0,39.5,2.0,0.0,79.0,5.0,1.0,0.0,5.0,,,,10.0,0.0,0.0,60.0,0.0,2.5,84.0,4.0,0.0,0.0,58.0,0.0,3.0,85.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,30.0,0.0,1.0,41.0
Brady Breeze,Safety,Oregon,Pac-12,72.0,197.0,4.55,20.0,38.0,120.0,7.05,4.22,23.0,4,0,1,1,1,1,0,,,,,,,,,,,16.0,2.0,1.0,32.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,43.0,3.0,0.0,62.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,,,,,,,1.0,1.0,0.0,12.0,0.0,0.0,20.0
JaCoby Stevens,Safety,LSU,SEC,73.0,212.0,,,,,,,23.0,3,0,0,1,1,1,0,4.0,2.0,3.0,30.0,0.0,6.0,63.0,0.0,0.0,3.0,3.0,3.0,0.0,9.0,,,,,1.0,1.0,0.0,1.0,,,,,,,,6.0,2.0,5.0,53.0,0.0,9.0,92.0,4.0,1.0,1.0,16.0,0.0,6.0,29.0,0.0,0.0,1.0,,,,,,,,,,
Mark Webb,Safety,Georgia,SEC,74.0,207.0,4.61,,36.5,136.0,7.3,4.52,22.0,4,0,1,1,1,0,0,2.0,0.0,0.0,10.0,0.0,0.0,21.0,,,,,,,,13.0,1.0,0.0,13.0,,,,,,,,,,,,3.0,0.0,0.0,31.0,0.0,3.0,46.0,3.0,0.0,0.0,8.0,0.0,0.0,14.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
James Wiggins,Safety,Cincinnati,American Athletic,71.0,209.0,4.4,22.0,38.0,127.0,,,24.0,4,0,0,0,1,1,1,6.0,0.0,1.0,25.0,0.0,1.0,32.0,,,,,,,,0.0,1.0,0.0,0.0,-1.0,3.0,0.0,-3.0,,,,,,,,,,,,,,,5.0,0.0,0.0,35.0,1.0,2.0,51.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0
