name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_LONG,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y3_receiving_LONG,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,draft_year,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC
Qadree Ollison,Running Back,Pittsburgh,ACC,73.0,228.0,4.58,19.0,29.5,114.0,7.53,4.31,22.0,4,1,1,1,1,0,0,,,,16.0,11.0,0.0,66.0,6.0,194.0,97.0,11.0,1213.0,6.3,30.0,23.0,2.0,194.0,8.4,90.0,32.0,5.0,398.0,4.4,30.0,2.0,0.0,38.0,19.0,33.0,19.0,2.0,127.0,3.8,15.0,14.0,1.0,77.0,5.5,212.0,71.0,11.0,1121.0,5.3,2019,,,,,,,,,
Jordan Scarlett,Running Back,Florida,SEC,71.0,208.0,4.47,21.0,30.0,116.0,7.37,4.63,23.0,4,0,1,1,1,1,0,1.0,1.0,0.0,30.0,10.0,0.0,84.0,8.4,131.0,48.0,5.0,776.0,5.9,,,,,,,,,,,13.0,4.0,0.0,23.0,5.8,179.0,46.0,6.0,889.0,5.0,1.0,1.0,0.0,1.0,1.0,34.0,60.0,1.0,181.0,5.3,2019,,,,1.0,1.0,0.0,,,
Trayveon Williams,Running Back,Texas A&M,SEC,68.0,206.0,4.51,19.0,33.0,121.0,7.44,4.44,21.0,3,1,1,1,0,0,0,3.0,1.0,0.0,38.0,27.0,1.0,277.0,10.3,271.0,93.0,18.0,1760.0,6.5,41.0,20.0,0.0,192.0,9.6,173.0,72.0,8.0,798.0,4.6,17.0,19.0,0.0,91.0,4.8,156.0,89.0,8.0,1057.0,6.8,,,,,,,,,,,2019,1.0,1.0,0.0,3.0,2.0,0.0,,,
Ty Johnson,Running Back,Maryland,Big Ten,71.0,210.0,,,,,,,21.0,4,1,1,1,0,0,0,,,,18.0,6.0,0.0,22.0,3.7,66.0,81.0,3.0,506.0,7.7,24.0,5.0,1.0,60.0,12.0,137.0,74.0,5.0,875.0,6.4,66.0,16.0,1.0,206.0,12.9,110.0,76.0,6.0,1004.0,9.1,23.0,2.0,0.0,30.0,15.0,35.0,44.0,3.0,250.0,7.1,2019,,,,,,,,,
Dexter Williams,Running Back,Notre Dame,FBS Independents,71.0,212.0,4.57,17.0,36.0,130.0,7.0,4.16,22.0,4,1,1,1,1,0,0,2.0,0.0,0.0,22.0,16.0,1.0,133.0,8.3,158.0,97.0,12.0,995.0,6.3,8.0,2.0,1.0,13.0,6.5,39.0,66.0,4.0,360.0,9.2,7.0,4.0,0.0,16.0,4.0,39.0,59.0,3.0,200.0,5.1,,,,,,21.0,14.0,1.0,81.0,3.9,2019,,,,,,,,,
Travis Homer,Running Back,Miami,ACC,70.0,201.0,4.48,17.0,39.5,130.0,7.07,4.31,21.0,3,1,1,1,0,0,0,3.0,2.0,0.0,24.0,19.0,0.0,186.0,9.8,164.0,70.0,4.0,985.0,6.0,35.0,18.0,1.0,219.0,12.2,163.0,64.0,8.0,971.0,6.0,,,,,,7.0,17.0,0.0,44.0,6.3,,,,,,,,,,,2019,1.0,1.0,1.0,1.0,1.0,1.0,,,
Rodney Anderson,Running Back,Oklahoma,Big 12,72.0,224.0,,25.0,,,,,22.0,4,1,1,1,1,0,0,,,,,,,,,11.0,65.0,3.0,119.0,10.8,46.0,17.0,5.0,281.0,16.5,188.0,58.0,13.0,1161.0,6.2,,,,,,,,,,,,,,,,1.0,5.0,0.0,5.0,5.0,2019,,,,,,,,,
Darwin Thompson,Running Back,Utah State,Mountain West,68.0,198.0,,,,,,,22.0,1,0,0,0,1,0,0,1.0,0.0,0.0,88.0,23.0,2.0,351.0,15.3,153.0,68.0,14.0,1044.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,
Mike Weber,Running Back,Ohio State,Big Ten,70.0,211.0,4.47,22.0,33.5,,,,22.0,3,0,1,1,1,0,0,4.0,2.0,0.0,15.0,21.0,1.0,112.0,5.3,171.0,49.0,5.0,954.0,5.6,53.0,10.0,0.0,94.0,9.4,101.0,82.0,10.0,626.0,6.2,15.0,23.0,0.0,91.0,4.0,182.0,52.0,9.0,1096.0,6.0,,,,,,,,,,,2019,2.0,1.0,0.0,4.0,2.0,0.0,,,
Cullen Gillaspia,Running Back,Texas A&M,SEC,73.0,234.0,,,,,,,24.0,3,0,0,0,1,1,1,,,,21.0,5.0,0.0,52.0,10.4,5.0,13.0,1.0,33.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,0.0,0.0,1.0,,,
Kerrith Whyte Jr.,Running Back,Florida Atlantic,Conference USA,70.0,197.0,,,,,,,22.0,3,0,1,1,1,0,0,3.0,2.0,0.0,75.0,10.0,2.0,160.0,16.0,134.0,77.0,8.0,866.0,6.5,17.0,7.0,0.0,46.0,6.6,55.0,82.0,2.0,347.0,6.3,9.0,5.0,0.0,21.0,4.2,43.0,22.0,1.0,145.0,3.4,,,,,,,,,,,2019,,,,,,,,,
Myles Gaskin,Running Back,Washington,Pac-12,69.0,205.0,4.58,24.0,35.5,118.0,7.19,4.27,22.0,4,1,1,1,1,0,0,1.0,0.0,0.0,14.0,21.0,1.0,77.0,3.7,257.0,80.0,12.0,1269.0,4.9,76.0,19.0,3.0,232.0,12.2,222.0,69.0,21.0,1380.0,6.2,24.0,19.0,1.0,137.0,7.2,237.0,68.0,10.0,1373.0,5.8,8.0,6.0,0.0,19.0,3.2,227.0,86.0,14.0,1302.0,5.7,2019,1.0,1.0,0.0,,,,,,
Clyde Edwards-Helaire,Running Back,LSU,SEC,67.0,207.0,4.6,15.0,39.5,123.0,,,21.0,3,1,1,1,0,0,0,2.0,1.0,0.0,26.0,55.0,1.0,453.0,8.2,215.0,89.0,16.0,1414.0,6.6,30.0,10.0,0.0,97.0,9.7,133.0,47.0,7.0,603.0,4.5,27.0,3.0,0.0,46.0,15.3,9.0,10.0,0.0,31.0,3.4,,,,,,,,,,,2020,,,,,,,,,
D'Andre Swift,Running Back,Georgia,SEC,68.0,212.0,4.48,,35.5,121.0,,,21.0,3,1,1,1,0,0,0,3.0,2.0,0.0,48.0,24.0,1.0,216.0,9.0,196.0,47.0,7.0,1218.0,6.2,35.0,32.0,3.0,297.0,9.3,163.0,83.0,10.0,1049.0,6.4,39.0,17.0,1.0,153.0,9.0,81.0,71.0,3.0,618.0,7.6,,,,,,,,,,,2020,,,,2.0,1.0,0.0,,,
Jonathan Taylor,Running Back,Wisconsin,Big Ten,70.0,226.0,4.39,17.0,36.0,123.0,7.01,4.24,21.0,3,1,1,1,0,0,0,6.0,5.0,0.0,36.0,26.0,5.0,252.0,9.7,320.0,72.0,21.0,2003.0,6.3,30.0,8.0,0.0,60.0,7.5,307.0,88.0,16.0,2194.0,7.1,24.0,8.0,0.0,95.0,11.9,270.0,75.0,12.0,1794.0,6.6,,,,,,,,,,,2020,4.0,4.0,0.0,7.0,6.0,0.0,,,
Cam Akers,Running Back,Florida State,ACC,70.0,217.0,4.47,20.0,35.5,122.0,,4.42,21.0,3,1,1,1,0,0,0,3.0,3.0,0.0,44.0,30.0,4.0,225.0,7.5,231.0,50.0,14.0,1144.0,5.0,25.0,23.0,2.0,145.0,6.3,161.0,85.0,6.0,706.0,4.4,19.0,16.0,1.0,116.0,7.3,194.0,63.0,7.0,1024.0,5.3,,,,,,,,,,,2020,5.0,3.0,0.0,2.0,1.0,0.0,,,
J.K. Dobbins,Running Back,Ohio State,Big Ten,70.0,209.0,,23.0,,,,,21.0,3,1,1,1,0,0,0,3.0,2.0,0.0,28.0,23.0,2.0,247.0,10.7,301.0,68.0,21.0,2003.0,6.7,35.0,26.0,2.0,263.0,10.1,229.0,42.0,10.0,1053.0,4.6,18.0,22.0,1.0,135.0,6.1,194.0,77.0,7.0,1403.0,7.2,,,,,,,,,,,2020,1.0,1.0,0.0,1.0,1.0,0.0,,,
AJ Dillon,Running Back,Boston College,ACC,72.0,247.0,4.53,23.0,41.0,131.0,7.19,,22.0,3,0,1,1,1,0,0,3.0,1.0,0.0,42.0,13.0,1.0,195.0,15.0,318.0,61.0,14.0,1685.0,5.3,15.0,8.0,1.0,41.0,5.1,227.0,74.0,10.0,1108.0,4.9,,,,,,300.0,75.0,14.0,1589.0,5.3,,,,,,,,,,,2020,1.0,0.0,0.0,4.0,1.0,0.0,,,
Ke'Shawn Vaughn,Running Back,Vanderbilt,SEC,70.0,214.0,4.51,,32.0,117.0,,,23.0,4,0,1,1,1,1,0,2.0,0.0,0.0,61.0,28.0,1.0,270.0,9.6,198.0,75.0,9.0,1028.0,5.2,75.0,13.0,2.0,170.0,13.1,157.0,78.0,12.0,1244.0,7.9,,,,,,,,,,,61.0,9.0,0.0,89.0,9.9,60.0,65.0,3.0,301.0,5.0,2020,,,,,,,3.0,0.0,0.0
Zack Moss,Running Back,Utah,Pac-12,69.0,223.0,4.65,19.0,33.0,,,4.37,22.0,4,1,1,1,1,0,0,1.0,1.0,0.0,69.0,28.0,2.0,388.0,13.9,235.0,91.0,15.0,1416.0,6.0,15.0,8.0,1.0,50.0,6.3,179.0,86.0,11.0,1092.0,6.1,25.0,29.0,0.0,243.0,8.4,214.0,58.0,10.0,1173.0,5.5,4.0,1.0,0.0,4.0,4.0,84.0,51.0,2.0,382.0,4.5,2020,3.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
Darrynton Evans,Running Back,App State,Sun Belt,70.0,203.0,4.41,20.0,37.0,125.0,,,22.0,4,1,1,1,1,0,0,1.0,0.0,0.0,58.0,21.0,5.0,198.0,9.4,255.0,87.0,18.0,1479.0,5.8,25.0,12.0,1.0,87.0,7.3,179.0,79.0,7.0,1187.0,6.6,,,,,,,,,,,23.0,6.0,0.0,34.0,5.7,48.0,25.0,0.0,217.0,4.5,2020,,,,,,,1.0,1.0,0.0
Joshua Kelley,Running Back,UCLA,Pac-12,71.0,212.0,4.49,23.0,31.0,121.0,6.95,4.28,22.0,2,0,0,1,1,0,0,1.0,0.0,0.0,14.0,11.0,1.0,71.0,6.5,229.0,54.0,12.0,1060.0,4.6,22.0,27.0,0.0,193.0,7.1,225.0,61.0,12.0,1243.0,5.5,,,,,,,,,,,,,,,,,,,,,2020,2.0,0.0,0.0,,,,,,
La'Mical Perine,Running Back,Florida,SEC,71.0,216.0,4.62,22.0,35.0,118.0,7.13,4.31,22.0,4,1,1,1,1,0,0,,,,30.0,40.0,5.0,262.0,6.6,132.0,88.0,6.0,676.0,5.1,63.0,13.0,1.0,170.0,13.1,134.0,74.0,7.0,826.0,6.2,18.0,10.0,1.0,81.0,8.1,136.0,29.0,8.0,562.0,4.1,32.0,9.0,1.0,161.0,17.9,91.0,59.0,1.0,421.0,4.6,2020,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
Anthony McFarland Jr.,Running Back,Maryland,Big Ten,68.0,208.0,,,,,,,22.0,2,0,0,1,1,0,0,1.0,0.0,0.0,39.0,17.0,1.0,126.0,7.4,114.0,80.0,8.0,614.0,5.4,46.0,7.0,0.0,73.0,10.4,131.0,81.0,4.0,1034.0,7.9,,,,,,,,,,,,,,,,,,,,,2020,3.0,1.0,0.0,,,,,,
DeeJay Dallas,Running Back,Miami,ACC,70.0,217.0,4.58,,33.5,119.0,7.18,4.32,21.0,3,1,1,1,0,0,0,,,,42.0,14.0,2.0,140.0,10.0,114.0,62.0,8.0,693.0,6.1,26.0,10.0,0.0,85.0,8.5,109.0,83.0,6.0,617.0,5.7,49.0,4.0,0.0,92.0,23.0,41.0,39.0,3.0,217.0,5.3,,,,,,,,,,,2020,2.0,1.0,0.0,,,,,,
Jason Huntley,Running Back,New Mexico State,FBS Independents,68.0,190.0,,,,,,,22.0,4,1,1,1,1,0,0,5.0,2.0,0.0,18.0,40.0,2.0,192.0,4.8,154.0,57.0,9.0,1090.0,7.1,60.0,47.0,3.0,471.0,10.0,109.0,40.0,7.0,505.0,4.6,61.0,39.0,2.0,363.0,9.3,70.0,50.0,1.0,420.0,6.0,10.0,8.0,0.0,35.0,4.4,40.0,17.0,1.0,167.0,4.2,2020,1.0,1.0,0.0,3.0,1.0,0.0,,,
Eno Benjamin,Running Back,Arizona State,Pac-12,69.0,207.0,4.57,12.0,39.0,122.0,6.97,4.25,21.0,3,1,1,1,0,0,0,5.0,4.0,0.0,72.0,42.0,2.0,347.0,8.3,253.0,33.0,10.0,1083.0,4.3,29.0,34.0,2.0,261.0,7.7,300.0,49.0,16.0,1642.0,5.5,13.0,5.0,0.0,15.0,3.0,23.0,21.0,1.0,142.0,6.2,,,,,,,,,,,2020,,,,,,,,,
Raymond Calais,Running Back,Louisiana,Sun Belt,68.0,188.0,4.42,20.0,37.5,120.0,,,22.0,4,1,1,1,1,0,0,2.0,1.0,0.0,34.0,10.0,1.0,67.0,6.7,117.0,83.0,6.0,886.0,7.6,45.0,6.0,0.0,69.0,11.5,81.0,92.0,7.0,754.0,9.3,9.0,1.0,0.0,9.0,9.0,15.0,31.0,1.0,88.0,5.9,,,,,,23.0,24.0,1.0,117.0,5.1,2020,,,,2.0,0.0,0.0,,,
Najee Harris,Running Back,Alabama,SEC,73.0,232.0,,,,,,,23.0,4,0,1,1,1,1,0,1.0,1.0,0.0,26.0,43.0,4.0,425.0,9.9,251.0,53.0,26.0,1466.0,5.8,42.0,27.0,7.0,304.0,11.3,209.0,31.0,13.0,1224.0,5.9,4.0,4.0,0.0,7.0,1.8,117.0,32.0,4.0,783.0,6.7,22.0,6.0,0.0,45.0,7.5,61.0,35.0,3.0,370.0,6.1,2021,1.0,0.0,0.0,,,,,,
Travis Etienne,Running Back,Clemson,ACC,70.0,215.0,4.45,18.0,33.5,128.0,,,22.0,4,1,1,1,1,0,0,4.0,3.0,0.0,46.0,48.0,2.0,588.0,12.3,168.0,72.0,14.0,914.0,5.4,53.0,37.0,4.0,432.0,11.7,207.0,90.0,19.0,1614.0,7.8,24.0,12.0,2.0,78.0,6.5,204.0,75.0,24.0,1658.0,8.1,23.0,5.0,0.0,57.0,11.4,107.0,81.0,13.0,766.0,7.2,2021,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
Javonte Williams,Running Back,North Carolina,ACC,70.0,212.0,4.55,22.0,36.0,123.0,6.97,4.09,21.0,3,1,1,1,0,0,0,1.0,0.0,0.0,41.0,25.0,3.0,305.0,12.2,157.0,65.0,19.0,1140.0,7.3,26.0,17.0,1.0,176.0,10.4,166.0,40.0,5.0,933.0,5.6,35.0,8.0,0.0,65.0,8.1,43.0,22.0,5.0,224.0,5.2,,,,,,,,,,,2021,3.0,2.0,0.0,,,,,,
Trey Sermon,Running Back,Ohio State,Big Ten,72.0,215.0,4.57,,37.0,125.0,6.83,4.28,22.0,4,1,1,1,1,0,0,,,,34.0,12.0,0.0,95.0,7.9,116.0,65.0,4.0,870.0,7.5,20.0,8.0,1.0,71.0,8.9,54.0,32.0,4.0,385.0,7.1,51.0,12.0,0.0,177.0,14.8,164.0,60.0,13.0,947.0,5.8,24.0,16.0,2.0,139.0,8.7,121.0,60.0,5.0,744.0,6.1,2021,,,,1.0,0.0,0.0,1.0,1.0,0.0
Michael Carter,Running Back,North Carolina,ACC,68.0,201.0,4.5,16.0,34.0,119.0,6.81,3.98,22.0,4,1,1,1,1,0,0,,,,46.0,25.0,2.0,267.0,10.7,156.0,65.0,9.0,1245.0,8.0,41.0,21.0,2.0,154.0,7.3,177.0,60.0,3.0,1003.0,5.7,31.0,25.0,1.0,135.0,5.4,84.0,49.0,2.0,597.0,7.1,24.0,11.0,1.0,100.0,9.1,97.0,56.0,8.0,558.0,5.8,2021,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
Kene Nwangwu,Running Back,Iowa State,Big 12,73.0,210.0,,,,,,,23.0,3,0,0,1,1,1,0,,,,11.0,3.0,0.0,22.0,7.3,61.0,49.0,4.0,339.0,5.6,8.0,1.0,0.0,8.0,8.0,16.0,19.0,0.0,115.0,7.2,11.0,2.0,0.0,11.0,5.5,39.0,24.0,0.0,157.0,4.0,,,,,,,,,,,2021,,,,1.0,0.0,0.0,,,
Rhamondre Stevenson,Running Back,Oklahoma,Big 12,72.0,231.0,4.64,15.0,31.5,112.0,7.09,4.15,23.0,2,0,0,0,1,1,0,1.0,1.0,0.0,45.0,18.0,0.0,211.0,11.7,101.0,50.0,7.0,664.0,6.6,23.0,10.0,0.0,87.0,8.7,64.0,75.0,6.0,515.0,8.0,,,,,,,,,,,,,,,,,,,,,2021,2.0,1.0,0.0,,,,,,
Chuba Hubbard,Running Back,Oklahoma State,Big 12,72.0,210.0,4.48,20.0,36.0,120.0,7.24,4.26,22.0,3,0,1,1,1,0,0,2.0,0.0,0.0,21.0,8.0,1.0,52.0,6.5,132.0,32.0,5.0,623.0,4.7,46.0,23.0,0.0,198.0,8.6,328.0,92.0,21.0,2094.0,6.4,54.0,22.0,2.0,229.0,10.4,124.0,33.0,7.0,740.0,6.0,,,,,,,,,,,2021,5.0,0.0,0.0,4.0,2.0,0.0,,,
Kenneth Gainwell,Running Back,Memphis,American Athletic,68.0,201.0,4.42,21.0,,,,,22.0,3,0,1,1,1,0,0,,,,,,,,,,,,,,68.0,51.0,3.0,610.0,12.0,231.0,75.0,13.0,1459.0,6.3,14.0,6.0,0.0,52.0,8.7,4.0,72.0,1.0,91.0,22.8,,,,,,,,,,,2021,3.0,1.0,0.0,,,,,,
Elijah Mitchell,Running Back,Louisiana,Sun Belt,70.0,201.0,4.38,17.0,37.5,128.0,6.94,4.19,23.0,4,0,1,1,1,1,0,2.0,0.0,0.0,36.0,16.0,0.0,153.0,9.6,141.0,59.0,8.0,878.0,6.2,31.0,10.0,1.0,70.0,7.0,198.0,44.0,16.0,1147.0,5.8,64.0,20.0,3.0,349.0,17.5,145.0,65.0,13.0,977.0,6.7,19.0,3.0,1.0,25.0,8.3,42.0,36.0,4.0,257.0,6.1,2021,,,,2.0,0.0,0.0,1.0,0.0,0.0
Gary Brightwell,Running Back,Arizona,Pac-12,71.0,218.0,4.62,17.0,34.5,118.0,7.51,4.48,22.0,3,0,1,1,1,0,0,5.0,3.0,0.0,15.0,13.0,0.0,58.0,4.5,86.0,34.0,1.0,386.0,4.5,38.0,4.0,1.0,59.0,14.8,66.0,94.0,5.0,390.0,5.9,9.0,2.0,0.0,9.0,4.5,91.0,72.0,3.0,530.0,5.8,,,,,,,,,,,2021,,,,3.0,1.0,0.0,,,
Larry Rountree III,Running Back,Missouri,SEC,71.0,211.0,,,,,,,22.0,4,1,1,1,1,0,0,1.0,1.0,0.0,23.0,15.0,0.0,100.0,6.7,209.0,46.0,14.0,972.0,4.7,10.0,13.0,0.0,70.0,5.4,186.0,41.0,9.0,829.0,4.5,18.0,14.0,0.0,62.0,4.4,225.0,59.0,11.0,1216.0,5.4,25.0,5.0,0.0,57.0,11.4,126.0,64.0,6.0,703.0,5.6,2021,2.0,2.0,0.0,1.0,0.0,0.0,,,
Chris Evans,Running Back,Michigan,Big Ten,71.0,211.0,4.5,20.0,40.5,127.0,6.83,4.12,23.0,4,0,1,1,1,1,0,,,,23.0,9.0,0.0,87.0,9.7,16.0,16.0,1.0,73.0,4.6,,,,,,,,,,,24.0,18.0,1.0,148.0,8.2,81.0,61.0,4.0,423.0,5.2,24.0,16.0,1.0,157.0,9.8,135.0,67.0,6.0,685.0,5.1,2021,,,,1.0,1.0,0.0,1.0,1.0,0.0
Khalil Herbert,Running Back,Virginia Tech,ACC,69.0,210.0,4.46,22.0,33.0,115.0,6.96,4.31,23.0,4,0,1,1,1,1,0,,,,46.0,10.0,1.0,179.0,17.9,155.0,76.0,8.0,1183.0,7.6,0.0,1.0,0.0,-1.0,-1.0,43.0,82.0,2.0,384.0,8.9,14.0,9.0,0.0,39.0,4.3,113.0,59.0,5.0,499.0,4.4,11.0,8.0,0.0,38.0,4.8,120.0,67.0,4.0,663.0,5.5,2021,1.0,0.0,0.0,,,,,,
Jake Funk,Running Back,Maryland,Big Ten,70.0,205.0,4.49,22.0,38.0,122.0,6.71,4.12,23.0,4,0,1,1,1,1,0,,,,20.0,10.0,1.0,68.0,6.8,60.0,52.0,3.0,511.0,8.5,12.0,4.0,0.0,16.0,4.0,17.0,54.0,2.0,173.0,10.2,4.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,-2.0,-1.0,4.0,1.0,1.0,4.0,4.0,27.0,53.0,4.0,145.0,5.4,2021,,,,1.0,0.0,0.0,1.0,1.0,0.0
Gerrid Doaks,Running Back,Cincinnati,American Athletic,72.0,230.0,4.58,19.0,39.5,120.0,7.2,4.27,23.0,4,0,1,1,1,1,0,2.0,2.0,0.0,60.0,14.0,2.0,202.0,14.4,144.0,72.0,7.0,673.0,4.7,28.0,8.0,1.0,70.0,8.8,100.0,53.0,5.0,526.0,5.3,,,,,,,,,,,29.0,14.0,1.0,135.0,9.6,87.0,57.0,2.0,513.0,5.9,2021,2.0,2.0,0.0,,,,,,
Kylin Hill,Running Back,Mississippi State,SEC,71.0,214.0,4.51,22.0,36.0,122.0,7.13,4.35,23.0,4,0,1,1,1,1,0,,,,75.0,23.0,1.0,237.0,10.3,15.0,12.0,0.0,58.0,3.9,88.0,18.0,1.0,180.0,10.0,242.0,62.0,10.0,1350.0,5.6,53.0,22.0,4.0,181.0,8.2,117.0,52.0,4.0,734.0,6.3,17.0,4.0,0.0,38.0,9.5,78.0,30.0,2.0,393.0,5.0,2021,,,,,,,1.0,0.0,0.0
Jermar Jefferson,Running Back,Oregon State,Pac-12,70.0,206.0,4.57,13.0,31.0,115.0,7.38,4.38,21.0,3,1,1,1,0,0,0,2.0,1.0,0.0,20.0,9.0,0.0,67.0,7.4,133.0,82.0,7.0,858.0,6.5,39.0,9.0,2.0,85.0,9.4,142.0,54.0,8.0,685.0,4.8,15.0,25.0,0.0,147.0,5.9,239.0,62.0,12.0,1381.0,5.8,,,,,,,,,,,2021,1.0,1.0,0.0,2.0,2.0,0.0,,,
Breece Hall,Running Back,Iowa State,Big 12,71.0,217.0,4.39,,40.0,126.0,,,21.0,3,1,1,1,0,0,0,2.0,2.0,0.0,30.0,36.0,3.0,302.0,8.4,253.0,80.0,20.0,1472.0,5.8,28.0,23.0,2.0,180.0,7.8,279.0,75.0,21.0,1573.0,5.6,61.0,23.0,1.0,252.0,11.0,186.0,75.0,9.0,897.0,4.8,,,,,,,,,,,2022,2.0,1.0,0.0,,,,,,
Ken Walker III,Running Back,Michigan State,Big Ten,69.0,211.0,,,,,,,21.0,3,1,1,1,0,0,0,1.0,1.0,0.0,17.0,13.0,1.0,89.0,6.8,263.0,94.0,18.0,1636.0,6.2,19.0,3.0,0.0,30.0,10.0,119.0,75.0,13.0,579.0,4.9,15.0,3.0,0.0,17.0,5.7,98.0,96.0,4.0,579.0,5.9,,,,,,,,,,,2022,,,,1.0,0.0,0.0,,,
James Cook,Running Back,Georgia,SEC,71.0,199.0,4.42,,33.0,124.0,,,22.0,4,1,1,1,1,0,0,,,,53.0,27.0,4.0,284.0,10.5,113.0,67.0,7.0,728.0,6.4,82.0,16.0,2.0,225.0,14.1,45.0,44.0,3.0,303.0,6.7,19.0,16.0,0.0,132.0,8.3,31.0,37.0,2.0,188.0,6.1,24.0,8.0,0.0,89.0,11.1,41.0,36.0,2.0,284.0,6.9,2022,1.0,1.0,0.0,,,,1.0,1.0,0.0
Rachaad White,Running Back,Arizona State,Pac-12,72.0,214.0,4.48,,38.0,125.0,,,23.0,2,0,0,0,1,1,0,1.0,0.0,0.0,34.0,43.0,1.0,456.0,10.6,182.0,50.0,15.0,1006.0,5.5,55.0,8.0,1.0,151.0,18.9,42.0,93.0,5.0,420.0,10.0,,,,,,,,,,,,,,,,,,,,,2022,3.0,0.0,0.0,,,,,,
Tyrion Davis-Price,Running Back,LSU,SEC,72.0,211.0,4.48,,30.0,117.0,,,21.0,3,1,1,1,0,0,0,3.0,2.0,0.0,21.0,10.0,0.0,64.0,6.4,211.0,40.0,6.0,1003.0,4.8,9.0,8.0,0.0,47.0,5.9,104.0,35.0,3.0,446.0,4.3,18.0,10.0,0.0,74.0,7.4,64.0,33.0,6.0,295.0,4.6,,,,,,,,,,,2022,1.0,0.0,0.0,,,,,,
Brian Robinson Jr.,Running Back,Alabama,SEC,74.0,225.0,,,,,,,23.0,4,0,1,1,1,1,0,1.0,1.0,0.0,51.0,35.0,2.0,296.0,8.5,271.0,63.0,14.0,1343.0,5.0,6.0,6.0,0.0,26.0,4.3,91.0,21.0,6.0,483.0,5.3,34.0,11.0,0.0,124.0,11.3,96.0,37.0,5.0,441.0,4.6,,,,,,63.0,20.0,2.0,272.0,4.3,2022,1.0,1.0,0.0,1.0,1.0,0.0,,,
Dameon Pierce,Running Back,Florida,SEC,70.0,218.0,4.59,21.0,34.5,119.0,,,22.0,4,1,1,1,1,0,0,,,,61.0,19.0,3.0,216.0,11.4,100.0,27.0,13.0,574.0,5.7,35.0,17.0,1.0,156.0,9.2,106.0,38.0,4.0,503.0,4.7,18.0,4.0,0.0,30.0,7.5,54.0,75.0,4.0,305.0,5.6,9.0,5.0,1.0,20.0,4.0,66.0,68.0,2.0,422.0,6.4,2022,,,,1.0,1.0,0.0,1.0,1.0,0.0
Zamir White,Running Back,Georgia,SEC,72.0,214.0,4.4,,33.5,128.0,,,22.0,3,0,1,1,1,0,0,1.0,0.0,0.0,15.0,9.0,0.0,75.0,8.3,160.0,42.0,11.0,856.0,5.4,10.0,6.0,0.0,37.0,6.2,144.0,75.0,11.0,779.0,5.4,15.0,2.0,0.0,20.0,10.0,78.0,29.0,3.0,408.0,5.2,,,,,,,,,,,2022,1.0,0.0,0.0,1.0,0.0,0.0,,,
Isaiah Spiller,Running Back,Texas A&M,SEC,72.0,217.0,,,30.0,114.0,,,21.0,3,1,1,1,0,0,0,2.0,0.0,0.0,19.0,25.0,1.0,189.0,7.6,179.0,67.0,6.0,1011.0,5.6,36.0,20.0,0.0,193.0,9.7,186.0,57.0,9.0,1040.0,5.6,45.0,29.0,0.0,203.0,7.0,174.0,85.0,10.0,946.0,5.4,,,,,,,,,,,2022,2.0,0.0,0.0,3.0,3.0,0.0,,,
Hassan Haskins,Running Back,Michigan,Big Ten,74.0,228.0,,27.0,,,,,22.0,3,0,1,1,1,0,0,,,,20.0,18.0,0.0,131.0,7.3,270.0,62.0,20.0,1327.0,4.9,,,,,,61.0,66.0,6.0,376.0,6.2,19.0,6.0,0.0,40.0,6.7,121.0,49.0,4.0,622.0,5.1,,,,,,,,,,,2022,,,,,,,,,
